ref	rel	RELATION
52223	3988	IDENTICAL
52223	627226	IDENTICAL
4268	758420	IDENTICAL
4268	113619	IDENTICAL
758420	4268	IDENTICAL
758420	113619	IDENTICAL
113619	4268	IDENTICAL
113619	758420	IDENTICAL
104840	617038	IDENTICAL
617038	104840	IDENTICAL
108060	61684	IDENTICAL
61684	108060	IDENTICAL
109500	756705	IDENTICAL
756705	109500	IDENTICAL
109740	661714	IDENTICAL
661714	109740	IDENTICAL
109852	838	IDENTICAL
838	109852	IDENTICAL
110364	758177	IDENTICAL
758177	110364	IDENTICAL
110968	689826	IDENTICAL
689826	110968	IDENTICAL
148388	148389	IDENTICAL
148388	148387	IDENTICAL
148389	148388	IDENTICAL
148389	148387	IDENTICAL
148387	148388	IDENTICAL
148387	148389	IDENTICAL
148996	148993	IDENTICAL
148993	148996	IDENTICAL
149112	253684	IDENTICAL
253684	149112	IDENTICAL
149276	64585	IDENTICAL
64585	149276	IDENTICAL
179572	191063	IDENTICAL
179572	81590	IDENTICAL
191063	179572	IDENTICAL
191063	81590	IDENTICAL
81590	179572	IDENTICAL
81590	191063	IDENTICAL
180140	161523	IDENTICAL
161523	180140	IDENTICAL
180160	102677	IDENTICAL
102677	180160	IDENTICAL
180192	38429	IDENTICAL
180192	110826	IDENTICAL
180192	24622	IDENTICAL
38429	180192	IDENTICAL
38429	110826	IDENTICAL
38429	24622	IDENTICAL
110826	180192	IDENTICAL
110826	38429	IDENTICAL
110826	24622	IDENTICAL
24622	180192	IDENTICAL
24622	38429	IDENTICAL
24622	110826	IDENTICAL
181068	7391	IDENTICAL
181068	52907	IDENTICAL
181068	220432	IDENTICAL
181068	2502210	IDENTICAL
7391	181068	IDENTICAL
7391	52907	IDENTICAL
7391	220432	IDENTICAL
7391	2502210	IDENTICAL
52907	181068	IDENTICAL
52907	7391	IDENTICAL
52907	220432	IDENTICAL
52907	2502210	IDENTICAL
220432	181068	IDENTICAL
220432	7391	IDENTICAL
220432	52907	IDENTICAL
220432	2502210	IDENTICAL
2502210	181068	IDENTICAL
2502210	7391	IDENTICAL
2502210	52907	IDENTICAL
2502210	220432	IDENTICAL
181780	658779	IDENTICAL
658779	181780	IDENTICAL
183304	149434	IDENTICAL
183304	310651	IDENTICAL
183304	195309	IDENTICAL
149434	183304	IDENTICAL
149434	310651	IDENTICAL
149434	195309	IDENTICAL
310651	183304	IDENTICAL
310651	149434	IDENTICAL
310651	195309	IDENTICAL
195309	183304	IDENTICAL
195309	149434	IDENTICAL
195309	310651	IDENTICAL
183312	108140	IDENTICAL
183312	149435	IDENTICAL
108140	183312	IDENTICAL
108140	149435	IDENTICAL
149435	183312	IDENTICAL
149435	108140	IDENTICAL
183348	13926	IDENTICAL
13926	183348	IDENTICAL
183680	137485	IDENTICAL
137485	183680	IDENTICAL
185344	278778	IDENTICAL
185344	107411	IDENTICAL
278778	185344	IDENTICAL
278778	107411	IDENTICAL
107411	185344	IDENTICAL
107411	278778	IDENTICAL
4280	2505280	IDENTICAL
2505280	4280	IDENTICAL
4588	4589	IDENTICAL
4588	193402	IDENTICAL
4589	4588	IDENTICAL
4589	193402	IDENTICAL
193402	4588	IDENTICAL
193402	4589	IDENTICAL
4796	757364	IDENTICAL
757364	4796	IDENTICAL
4896	144046	IDENTICAL
144046	4896	IDENTICAL
5036	755917	IDENTICAL
755917	5036	IDENTICAL
5236	27228	IDENTICAL
5236	46103	IDENTICAL
27228	5236	IDENTICAL
27228	46103	IDENTICAL
46103	5236	IDENTICAL
46103	27228	IDENTICAL
5404	119323	IDENTICAL
119323	5404	IDENTICAL
5764	404111	IDENTICAL
404111	5764	IDENTICAL
6012	407777	IDENTICAL
407777	6012	IDENTICAL
6024	406572	IDENTICAL
406572	6024	IDENTICAL
6092	401132	IDENTICAL
401132	6092	IDENTICAL
111920	206094	IDENTICAL
206094	111920	IDENTICAL
113144	5203	IDENTICAL
113144	178101	IDENTICAL
5203	113144	IDENTICAL
5203	178101	IDENTICAL
178101	113144	IDENTICAL
178101	5203	IDENTICAL
113764	82838	IDENTICAL
113764	96055	IDENTICAL
82838	113764	IDENTICAL
82838	96055	IDENTICAL
96055	113764	IDENTICAL
96055	82838	IDENTICAL
114520	36456	IDENTICAL
36456	114520	IDENTICAL
114736	89875	IDENTICAL
89875	114736	IDENTICAL
117672	212049	IDENTICAL
212049	117672	IDENTICAL
118976	758206	IDENTICAL
758206	118976	IDENTICAL
120496	681423	IDENTICAL
120496	167452	IDENTICAL
120496	407382	IDENTICAL
120496	6142	IDENTICAL
681423	120496	IDENTICAL
681423	167452	IDENTICAL
681423	407382	IDENTICAL
681423	6142	IDENTICAL
167452	120496	IDENTICAL
167452	681423	IDENTICAL
167452	407382	IDENTICAL
167452	6142	IDENTICAL
407382	120496	IDENTICAL
407382	681423	IDENTICAL
407382	167452	IDENTICAL
407382	6142	IDENTICAL
6142	120496	IDENTICAL
6142	681423	IDENTICAL
6142	167452	IDENTICAL
6142	407382	IDENTICAL
149956	2139	IDENTICAL
149956	2578786	IDENTICAL
2139	149956	IDENTICAL
2139	2578786	IDENTICAL
2578786	149956	IDENTICAL
2578786	2139	IDENTICAL
150920	150929	IDENTICAL
150929	150920	IDENTICAL
187208	202166	IDENTICAL
202166	187208	IDENTICAL
189004	179789	IDENTICAL
179789	189004	IDENTICAL
190480	2573371	IDENTICAL
2573371	190480	IDENTICAL
190888	253253	IDENTICAL
190888	2507385	IDENTICAL
190888	758240	IDENTICAL
253253	190888	IDENTICAL
253253	2507385	IDENTICAL
253253	758240	IDENTICAL
2507385	190888	IDENTICAL
2507385	253253	IDENTICAL
2507385	758240	IDENTICAL
758240	190888	IDENTICAL
758240	253253	IDENTICAL
758240	2507385	IDENTICAL
192776	244201	IDENTICAL
244201	192776	IDENTICAL
193028	75281	IDENTICAL
75281	193028	IDENTICAL
7628	27793	IDENTICAL
27793	7628	IDENTICAL
7760	40164	IDENTICAL
40164	7760	IDENTICAL
7928	24619	IDENTICAL
7928	32070	IDENTICAL
7928	206293	IDENTICAL
24619	7928	IDENTICAL
24619	32070	IDENTICAL
24619	206293	IDENTICAL
32070	7928	IDENTICAL
32070	24619	IDENTICAL
32070	206293	IDENTICAL
206293	7928	IDENTICAL
206293	24619	IDENTICAL
206293	32070	IDENTICAL
8120	32951	IDENTICAL
32951	8120	IDENTICAL
8156	73583	IDENTICAL
73583	8156	IDENTICAL
9848	197070	IDENTICAL
9848	128143	IDENTICAL
197070	9848	IDENTICAL
197070	128143	IDENTICAL
128143	9848	IDENTICAL
128143	197070	IDENTICAL
9900	9120	IDENTICAL
9120	9900	IDENTICAL
9936	19718	IDENTICAL
19718	9936	IDENTICAL
10420	53394	IDENTICAL
53394	10420	IDENTICAL
10848	646046	IDENTICAL
646046	10848	IDENTICAL
11208	49162	IDENTICAL
49162	11208	IDENTICAL
11320	116104	IDENTICAL
116104	11320	IDENTICAL
11460	645007	IDENTICAL
645007	11460	IDENTICAL
11540	18696	IDENTICAL
11540	170929	IDENTICAL
18696	11540	IDENTICAL
18696	170929	IDENTICAL
170929	11540	IDENTICAL
170929	18696	IDENTICAL
12148	5609	IDENTICAL
12148	407160	IDENTICAL
5609	12148	IDENTICAL
5609	407160	IDENTICAL
407160	12148	IDENTICAL
407160	5609	IDENTICAL
122020	203436	IDENTICAL
122020	206316	IDENTICAL
122020	206311	IDENTICAL
203436	122020	IDENTICAL
203436	206316	IDENTICAL
203436	206311	IDENTICAL
206316	122020	IDENTICAL
206316	203436	IDENTICAL
206316	206311	IDENTICAL
206311	122020	IDENTICAL
206311	203436	IDENTICAL
206311	206316	IDENTICAL
125268	117283	IDENTICAL
117283	125268	IDENTICAL
125832	135636	IDENTICAL
135636	125832	IDENTICAL
129848	129839	IDENTICAL
129839	129848	IDENTICAL
131568	131567	IDENTICAL
131568	131565	IDENTICAL
131568	131569	IDENTICAL
131568	131566	IDENTICAL
131568	131564	IDENTICAL
131567	131568	IDENTICAL
131567	131565	IDENTICAL
131567	131569	IDENTICAL
131567	131566	IDENTICAL
131567	131564	IDENTICAL
131565	131568	IDENTICAL
131565	131567	IDENTICAL
131565	131569	IDENTICAL
131565	131566	IDENTICAL
131565	131564	IDENTICAL
131569	131568	IDENTICAL
131569	131567	IDENTICAL
131569	131565	IDENTICAL
131569	131566	IDENTICAL
131569	131564	IDENTICAL
131566	131568	IDENTICAL
131566	131567	IDENTICAL
131566	131565	IDENTICAL
131566	131569	IDENTICAL
131566	131564	IDENTICAL
131564	131568	IDENTICAL
131564	131567	IDENTICAL
131564	131565	IDENTICAL
131564	131569	IDENTICAL
131564	131566	IDENTICAL
151148	162783	IDENTICAL
162783	151148	IDENTICAL
151268	194720	IDENTICAL
194720	151268	IDENTICAL
151732	524757	IDENTICAL
524757	151732	IDENTICAL
151856	641146	IDENTICAL
641146	151856	IDENTICAL
151864	408396	IDENTICAL
408396	151864	IDENTICAL
152324	152325	IDENTICAL
152324	57859	IDENTICAL
152324	155081	IDENTICAL
152324	32853	IDENTICAL
152324	93876	IDENTICAL
152324	32854	IDENTICAL
152325	152324	IDENTICAL
152325	57859	IDENTICAL
152325	155081	IDENTICAL
152325	32853	IDENTICAL
152325	93876	IDENTICAL
152325	32854	IDENTICAL
57859	152324	IDENTICAL
57859	152325	IDENTICAL
57859	155081	IDENTICAL
57859	32853	IDENTICAL
57859	93876	IDENTICAL
57859	32854	IDENTICAL
155081	152324	IDENTICAL
155081	152325	IDENTICAL
155081	57859	IDENTICAL
155081	32853	IDENTICAL
155081	93876	IDENTICAL
155081	32854	IDENTICAL
32853	152324	IDENTICAL
32853	152325	IDENTICAL
32853	57859	IDENTICAL
32853	155081	IDENTICAL
32853	93876	IDENTICAL
32853	32854	IDENTICAL
93876	152324	IDENTICAL
93876	152325	IDENTICAL
93876	57859	IDENTICAL
93876	155081	IDENTICAL
93876	32853	IDENTICAL
93876	32854	IDENTICAL
32854	152324	IDENTICAL
32854	152325	IDENTICAL
32854	57859	IDENTICAL
32854	155081	IDENTICAL
32854	32853	IDENTICAL
32854	93876	IDENTICAL
194816	319982	IDENTICAL
194816	244261	IDENTICAL
319982	194816	IDENTICAL
319982	244261	IDENTICAL
244261	194816	IDENTICAL
244261	319982	IDENTICAL
194964	166500	IDENTICAL
194964	401313	IDENTICAL
194964	226099	IDENTICAL
166500	194964	IDENTICAL
166500	401313	IDENTICAL
166500	226099	IDENTICAL
401313	194964	IDENTICAL
401313	166500	IDENTICAL
401313	226099	IDENTICAL
226099	194964	IDENTICAL
226099	166500	IDENTICAL
226099	401313	IDENTICAL
195444	47674	IDENTICAL
47674	195444	IDENTICAL
196800	236961	IDENTICAL
196800	147318	IDENTICAL
236961	196800	IDENTICAL
236961	147318	IDENTICAL
147318	196800	IDENTICAL
147318	236961	IDENTICAL
19732	525286	IDENTICAL
525286	19732	IDENTICAL
20200	192962	IDENTICAL
20200	755908	IDENTICAL
192962	20200	IDENTICAL
192962	755908	IDENTICAL
755908	20200	IDENTICAL
755908	192962	IDENTICAL
21268	82692	IDENTICAL
82692	21268	IDENTICAL
22976	683540	IDENTICAL
22976	758886	IDENTICAL
683540	22976	IDENTICAL
683540	758886	IDENTICAL
758886	22976	IDENTICAL
758886	683540	IDENTICAL
23772	24147	IDENTICAL
24147	23772	IDENTICAL
23812	51990	IDENTICAL
51990	23812	IDENTICAL
24124	662324	IDENTICAL
662324	24124	IDENTICAL
24156	67195	IDENTICAL
67195	24156	IDENTICAL
24292	772460	IDENTICAL
772460	24292	IDENTICAL
24924	44204	IDENTICAL
44204	24924	IDENTICAL
25872	41835	IDENTICAL
41835	25872	IDENTICAL
25952	53777	IDENTICAL
25952	2578809	IDENTICAL
53777	25952	IDENTICAL
53777	2578809	IDENTICAL
2578809	25952	IDENTICAL
2578809	53777	IDENTICAL
134076	134977	IDENTICAL
134977	134076	IDENTICAL
134296	154768	IDENTICAL
154768	134296	IDENTICAL
152484	235657	IDENTICAL
152484	677451	IDENTICAL
235657	152484	IDENTICAL
235657	677451	IDENTICAL
677451	152484	IDENTICAL
677451	235657	IDENTICAL
153064	283585	IDENTICAL
283585	153064	IDENTICAL
153096	64353	IDENTICAL
153096	113603	IDENTICAL
64353	153096	IDENTICAL
64353	113603	IDENTICAL
113603	153096	IDENTICAL
113603	64353	IDENTICAL
153660	401358	IDENTICAL
401358	153660	IDENTICAL
153684	527250	IDENTICAL
527250	153684	IDENTICAL
202388	114347	IDENTICAL
114347	202388	IDENTICAL
203388	43780	IDENTICAL
43780	203388	IDENTICAL
204672	2530245	IDENTICAL
2530245	204672	IDENTICAL
206976	2568625	IDENTICAL
2568625	206976	IDENTICAL
207852	195227	IDENTICAL
195227	207852	IDENTICAL
208336	264130	IDENTICAL
208336	180277	IDENTICAL
264130	208336	IDENTICAL
264130	180277	IDENTICAL
180277	208336	IDENTICAL
180277	264130	IDENTICAL
12760	118944	IDENTICAL
118944	12760	IDENTICAL
12948	14496	IDENTICAL
14496	12948	IDENTICAL
13120	38588	IDENTICAL
13120	683536	IDENTICAL
13120	33807	IDENTICAL
13120	757343	IDENTICAL
38588	13120	IDENTICAL
38588	683536	IDENTICAL
38588	33807	IDENTICAL
38588	757343	IDENTICAL
683536	13120	IDENTICAL
683536	38588	IDENTICAL
683536	33807	IDENTICAL
683536	757343	IDENTICAL
33807	13120	IDENTICAL
33807	38588	IDENTICAL
33807	683536	IDENTICAL
33807	757343	IDENTICAL
757343	13120	IDENTICAL
757343	38588	IDENTICAL
757343	683536	IDENTICAL
757343	33807	IDENTICAL
13248	14201	IDENTICAL
14201	13248	IDENTICAL
14156	68427	IDENTICAL
14156	629960	IDENTICAL
68427	14156	IDENTICAL
68427	629960	IDENTICAL
629960	14156	IDENTICAL
629960	68427	IDENTICAL
14220	628084	IDENTICAL
628084	14220	IDENTICAL
15372	21065	IDENTICAL
15372	686861	IDENTICAL
21065	15372	IDENTICAL
21065	686861	IDENTICAL
686861	15372	IDENTICAL
686861	21065	IDENTICAL
15964	30176	IDENTICAL
30176	15964	IDENTICAL
16128	13898	IDENTICAL
13898	16128	IDENTICAL
16720	640536	IDENTICAL
640536	16720	IDENTICAL
16868	25288	IDENTICAL
16868	83253	IDENTICAL
16868	25283	IDENTICAL
25288	16868	IDENTICAL
25288	83253	IDENTICAL
25288	25283	IDENTICAL
83253	16868	IDENTICAL
83253	25288	IDENTICAL
83253	25283	IDENTICAL
25283	16868	IDENTICAL
25283	25288	IDENTICAL
25283	83253	IDENTICAL
17296	68392	IDENTICAL
17296	104826	IDENTICAL
68392	17296	IDENTICAL
68392	104826	IDENTICAL
104826	17296	IDENTICAL
104826	68392	IDENTICAL
17468	757300	IDENTICAL
757300	17468	IDENTICAL
17568	108348	IDENTICAL
108348	17568	IDENTICAL
135284	60547	IDENTICAL
60547	135284	IDENTICAL
135324	135328	IDENTICAL
135328	135324	IDENTICAL
135356	73141	IDENTICAL
73141	135356	IDENTICAL
136192	629278	IDENTICAL
629278	136192	IDENTICAL
136612	137648	IDENTICAL
136612	196978	IDENTICAL
136612	109691	IDENTICAL
136612	196961	IDENTICAL
136612	107472	IDENTICAL
136612	196965	IDENTICAL
136612	137647	IDENTICAL
137648	136612	IDENTICAL
137648	196978	IDENTICAL
137648	109691	IDENTICAL
137648	196961	IDENTICAL
137648	107472	IDENTICAL
137648	196965	IDENTICAL
137648	137647	IDENTICAL
196978	136612	IDENTICAL
196978	137648	IDENTICAL
196978	109691	IDENTICAL
196978	196961	IDENTICAL
196978	107472	IDENTICAL
196978	196965	IDENTICAL
196978	137647	IDENTICAL
109691	136612	IDENTICAL
109691	137648	IDENTICAL
109691	196978	IDENTICAL
109691	196961	IDENTICAL
109691	107472	IDENTICAL
109691	196965	IDENTICAL
109691	137647	IDENTICAL
196961	136612	IDENTICAL
196961	137648	IDENTICAL
196961	196978	IDENTICAL
196961	109691	IDENTICAL
196961	107472	IDENTICAL
196961	196965	IDENTICAL
196961	137647	IDENTICAL
107472	136612	IDENTICAL
107472	137648	IDENTICAL
107472	196978	IDENTICAL
107472	109691	IDENTICAL
107472	196961	IDENTICAL
107472	196965	IDENTICAL
107472	137647	IDENTICAL
196965	136612	IDENTICAL
196965	137648	IDENTICAL
196965	196978	IDENTICAL
196965	109691	IDENTICAL
196965	196961	IDENTICAL
196965	107472	IDENTICAL
196965	137647	IDENTICAL
137647	136612	IDENTICAL
137647	137648	IDENTICAL
137647	196978	IDENTICAL
137647	109691	IDENTICAL
137647	196961	IDENTICAL
137647	107472	IDENTICAL
137647	196965	IDENTICAL
153812	192787	IDENTICAL
192787	153812	IDENTICAL
153948	180478	IDENTICAL
180478	153948	IDENTICAL
154000	184892	IDENTICAL
184892	154000	IDENTICAL
154016	696318	IDENTICAL
696318	154016	IDENTICAL
154268	82906	IDENTICAL
82906	154268	IDENTICAL
154348	38372	IDENTICAL
38372	154348	IDENTICAL
154376	193251	IDENTICAL
193251	154376	IDENTICAL
154424	2122	IDENTICAL
2122	154424	IDENTICAL
154472	283599	IDENTICAL
283599	154472	IDENTICAL
154736	102308	IDENTICAL
102308	154736	IDENTICAL
154840	323588	IDENTICAL
323588	154840	IDENTICAL
154864	154861	IDENTICAL
154861	154864	IDENTICAL
212844	103039	IDENTICAL
212844	229992	IDENTICAL
103039	212844	IDENTICAL
103039	229992	IDENTICAL
229992	212844	IDENTICAL
229992	103039	IDENTICAL
212876	279690	IDENTICAL
279690	212876	IDENTICAL
212940	662982	IDENTICAL
662982	212940	IDENTICAL
213268	228620	IDENTICAL
228620	213268	IDENTICAL
214080	100364	IDENTICAL
214080	217878	IDENTICAL
100364	214080	IDENTICAL
100364	217878	IDENTICAL
217878	214080	IDENTICAL
217878	100364	IDENTICAL
26516	648448	IDENTICAL
648448	26516	IDENTICAL
26568	49739	IDENTICAL
49739	26568	IDENTICAL
26608	756710	IDENTICAL
756710	26608	IDENTICAL
26664	2582536	IDENTICAL
2582536	26664	IDENTICAL
26676	121809	IDENTICAL
121809	26676	IDENTICAL
26716	62871	IDENTICAL
26716	47261	IDENTICAL
62871	26716	IDENTICAL
62871	47261	IDENTICAL
47261	26716	IDENTICAL
47261	62871	IDENTICAL
27016	209526	IDENTICAL
209526	27016	IDENTICAL
27224	49098	IDENTICAL
49098	27224	IDENTICAL
27452	759115	IDENTICAL
27452	13128	IDENTICAL
759115	27452	IDENTICAL
759115	13128	IDENTICAL
13128	27452	IDENTICAL
13128	759115	IDENTICAL
27652	40394	IDENTICAL
40394	27652	IDENTICAL
29640	156274	IDENTICAL
156274	29640	IDENTICAL
30552	139154	IDENTICAL
30552	27593	IDENTICAL
139154	30552	IDENTICAL
139154	27593	IDENTICAL
27593	30552	IDENTICAL
27593	139154	IDENTICAL
31040	7392	IDENTICAL
31040	4470	IDENTICAL
7392	31040	IDENTICAL
7392	4470	IDENTICAL
4470	31040	IDENTICAL
4470	7392	IDENTICAL
31352	759567	IDENTICAL
759567	31352	IDENTICAL
31792	2213	IDENTICAL
2213	31792	IDENTICAL
31812	683531	IDENTICAL
31812	757331	IDENTICAL
683531	31812	IDENTICAL
683531	757331	IDENTICAL
757331	31812	IDENTICAL
757331	683531	IDENTICAL
32868	759884	IDENTICAL
759884	32868	IDENTICAL
137180	153098	IDENTICAL
153098	137180	IDENTICAL
137832	2565100	IDENTICAL
2565100	137832	IDENTICAL
137884	206134	IDENTICAL
206134	137884	IDENTICAL
137948	137950	IDENTICAL
137950	137948	IDENTICAL
155516	133513	IDENTICAL
133513	155516	IDENTICAL
155704	681386	IDENTICAL
681386	155704	IDENTICAL
155800	229966	IDENTICAL
229966	155800	IDENTICAL
155936	56520	IDENTICAL
56520	155936	IDENTICAL
156208	169746	IDENTICAL
169746	156208	IDENTICAL
156456	263260	IDENTICAL
263260	156456	IDENTICAL
156492	275961	IDENTICAL
275961	156492	IDENTICAL
215196	79535	IDENTICAL
79535	215196	IDENTICAL
217336	104007	IDENTICAL
104007	217336	IDENTICAL
218636	180281	IDENTICAL
180281	218636	IDENTICAL
220008	758644	IDENTICAL
220008	754767	IDENTICAL
758644	220008	IDENTICAL
758644	754767	IDENTICAL
754767	220008	IDENTICAL
754767	758644	IDENTICAL
33592	60969	IDENTICAL
33592	54827	IDENTICAL
60969	33592	IDENTICAL
60969	54827	IDENTICAL
54827	33592	IDENTICAL
54827	60969	IDENTICAL
33832	218455	IDENTICAL
33832	8117	IDENTICAL
218455	33832	IDENTICAL
218455	8117	IDENTICAL
8117	33832	IDENTICAL
8117	218455	IDENTICAL
33912	154350	IDENTICAL
33912	127637	IDENTICAL
154350	33912	IDENTICAL
154350	127637	IDENTICAL
127637	33912	IDENTICAL
127637	154350	IDENTICAL
35388	2562264	IDENTICAL
2562264	35388	IDENTICAL
35800	222974	IDENTICAL
222974	35800	IDENTICAL
37004	5297	IDENTICAL
5297	37004	IDENTICAL
37224	50679	IDENTICAL
50679	37224	IDENTICAL
37252	197050	IDENTICAL
197050	37252	IDENTICAL
37344	31075	IDENTICAL
31075	37344	IDENTICAL
138640	87897	IDENTICAL
138640	173340	IDENTICAL
87897	138640	IDENTICAL
87897	173340	IDENTICAL
173340	138640	IDENTICAL
173340	87897	IDENTICAL
138680	258724	IDENTICAL
258724	138680	IDENTICAL
138732	104602	IDENTICAL
138732	129319	IDENTICAL
104602	138732	IDENTICAL
104602	129319	IDENTICAL
129319	138732	IDENTICAL
129319	104602	IDENTICAL
138784	138785	IDENTICAL
138785	138784	IDENTICAL
139052	21556	IDENTICAL
21556	139052	IDENTICAL
139100	201027	IDENTICAL
201027	139100	IDENTICAL
139136	224319	IDENTICAL
139136	226817	IDENTICAL
139136	2610637	IDENTICAL
224319	139136	IDENTICAL
224319	226817	IDENTICAL
224319	2610637	IDENTICAL
226817	139136	IDENTICAL
226817	224319	IDENTICAL
226817	2610637	IDENTICAL
2610637	139136	IDENTICAL
2610637	224319	IDENTICAL
2610637	226817	IDENTICAL
139236	694142	IDENTICAL
694142	139236	IDENTICAL
139244	696165	IDENTICAL
696165	139244	IDENTICAL
139260	264827	IDENTICAL
264827	139260	IDENTICAL
139448	193327	IDENTICAL
193327	139448	IDENTICAL
156976	154969	IDENTICAL
154969	156976	IDENTICAL
158320	2571619	IDENTICAL
2571619	158320	IDENTICAL
158492	166099	IDENTICAL
166099	158492	IDENTICAL
158552	620607	IDENTICAL
620607	158552	IDENTICAL
158568	619680	IDENTICAL
619680	158568	IDENTICAL
158956	774075	IDENTICAL
774075	158956	IDENTICAL
220956	82057	IDENTICAL
220956	225406	IDENTICAL
82057	220956	IDENTICAL
82057	225406	IDENTICAL
225406	220956	IDENTICAL
225406	82057	IDENTICAL
221672	203602	IDENTICAL
221672	203598	IDENTICAL
203602	221672	IDENTICAL
203602	203598	IDENTICAL
203598	221672	IDENTICAL
203598	203602	IDENTICAL
222980	203507	IDENTICAL
222980	224930	IDENTICAL
203507	222980	IDENTICAL
203507	224930	IDENTICAL
224930	222980	IDENTICAL
224930	203507	IDENTICAL
223452	82693	IDENTICAL
82693	223452	IDENTICAL
223484	155006	IDENTICAL
223484	192695	IDENTICAL
155006	223484	IDENTICAL
155006	192695	IDENTICAL
192695	223484	IDENTICAL
192695	155006	IDENTICAL
225416	39761	IDENTICAL
39761	225416	IDENTICAL
225480	634601	IDENTICAL
634601	225480	IDENTICAL
226152	98746	IDENTICAL
98746	226152	IDENTICAL
226740	156046	IDENTICAL
226740	37651	IDENTICAL
156046	226740	IDENTICAL
156046	37651	IDENTICAL
37651	226740	IDENTICAL
37651	156046	IDENTICAL
227228	150524	IDENTICAL
150524	227228	IDENTICAL
227336	179730	IDENTICAL
179730	227336	IDENTICAL
227404	157429	IDENTICAL
157429	227404	IDENTICAL
227448	212769	IDENTICAL
227448	103041	IDENTICAL
212769	227448	IDENTICAL
212769	103041	IDENTICAL
103041	227448	IDENTICAL
103041	212769	IDENTICAL
43124	8069	IDENTICAL
43124	167298	IDENTICAL
43124	2583021	IDENTICAL
8069	43124	IDENTICAL
8069	167298	IDENTICAL
8069	2583021	IDENTICAL
167298	43124	IDENTICAL
167298	8069	IDENTICAL
