ref	rel	RELATION
182698	182620	SALT
182698	182693	SALT
182698	195344	SALT
182698	182618	SALT
195344	182693	SALT
195344	182698	SALT
195344	182618	SALT
182618	182620	SALT
182618	182693	SALT
182618	182698	SALT
182618	195344	SALT
182732	5827	SALT
5827	182732	SALT
182788	145	SALT
182788	44004	SALT
145	182788	SALT
145	44004	SALT
44004	182788	SALT
44004	145	SALT
183088	258761	SALT
258761	183088	SALT
184876	263964	SALT
263964	184876	SALT
186600	53268	SALT
53268	186600	SALT
187676	400338	SALT
400338	187676	SALT
59212	53212	SALT
53212	59212	SALT
59684	203425	SALT
59684	184333	SALT
203425	59684	SALT
184333	59684	SALT
60304	36990	SALT
36990	60304	SALT
60596	142672	SALT
142672	60596	SALT
83152	286217	SALT
286217	83152	SALT
83560	49178	SALT
83560	112278	SALT
83560	83559	SALT
83560	83561	SALT
83560	83562	SALT
83560	51705	SALT
83560	187662	SALT
83560	97202	SALT
49178	83560	SALT
49178	112278	SALT
49178	83559	SALT
49178	83561	SALT
49178	83562	SALT
49178	51705	SALT
49178	97202	SALT
112278	83560	SALT
112278	49178	SALT
112278	83559	SALT
112278	83561	SALT
112278	83562	SALT
112278	51705	SALT
112278	187662	SALT
112278	97202	SALT
83559	83560	SALT
83559	49178	SALT
83559	112278	SALT
83559	83561	SALT
83559	83562	SALT
83559	51705	SALT
83559	187662	SALT
83559	97202	SALT
83561	83560	SALT
83561	49178	SALT
83561	112278	SALT
83561	83559	SALT
83561	83562	SALT
83561	51705	SALT
83561	187662	SALT
83561	97202	SALT
83562	83560	SALT
83562	49178	SALT
83562	112278	SALT
83562	83559	SALT
83562	83561	SALT
83562	51705	SALT
83562	187662	SALT
83562	97202	SALT
51705	83560	SALT
51705	49178	SALT
51705	112278	SALT
51705	83559	SALT
51705	83561	SALT
51705	83562	SALT
51705	187662	SALT
51705	97202	SALT
187662	83560	SALT
187662	112278	SALT
187662	83559	SALT
187662	83561	SALT
187662	83562	SALT
187662	51705	SALT
187662	97202	SALT
97202	83560	SALT
97202	49178	SALT
97202	112278	SALT
97202	83559	SALT
97202	83561	SALT
97202	83562	SALT
97202	51705	SALT
97202	187662	SALT
84372	73025	SALT
84372	757087	SALT
84372	128663	SALT
84372	762	SALT
73025	84372	SALT
73025	757087	SALT
73025	84371	SALT
73025	128663	SALT
73025	762	SALT
757087	84372	SALT
757087	73025	SALT
757087	84371	SALT
757087	128663	SALT
757087	762	SALT
84371	73025	SALT
84371	757087	SALT
84371	128663	SALT
84371	762	SALT
128663	84372	SALT
128663	73025	SALT
128663	757087	SALT
128663	84371	SALT
128663	762	SALT
762	84372	SALT
762	73025	SALT
762	757087	SALT
762	84371	SALT
762	128663	SALT
103708	177163	SALT
15436	177163	SALT
177163	103708	SALT
177163	15436	SALT
104088	307763	SALT
307763	104088	SALT
104100	46054	SALT
46054	104100	SALT
104384	104349	SALT
104349	104384	SALT
124000	103321	SALT
103321	124000	SALT
103321	110363	SALT
110363	103321	SALT
124664	124676	SALT
124664	321080	SALT
124664	129924	SALT
124664	124663	SALT
124664	83265	SALT
124664	303849	SALT
124676	124664	SALT
124676	129924	SALT
321080	124664	SALT
321080	129924	SALT
129924	124664	SALT
129924	124676	SALT
129924	321080	SALT
129924	124663	SALT
129924	83265	SALT
129924	303849	SALT
124663	124664	SALT
124663	129924	SALT
83265	124664	SALT
83265	129924	SALT
303849	124664	SALT
303849	129924	SALT
61076	55066	SALT
61076	27203	SALT
55066	61076	SALT
55066	27203	SALT
27203	61076	SALT
27203	55066	SALT
61972	199713	SALT
199713	61972	SALT
85328	138319	SALT
138319	85328	SALT
85568	85505	SALT
85505	85568	SALT
104876	653745	SALT
653892	653745	SALT
653745	104876	SALT
653745	653892	SALT
105152	118249	SALT
148530	118249	SALT
130976	118249	SALT
118249	105152	SALT
118249	148530	SALT
118249	130976	SALT
125148	4976	SALT
4976	125148	SALT
125440	1505	SALT
1505	125440	SALT
125452	128122	SALT
128122	125452	SALT
125508	128071	SALT
128071	125508	SALT
125732	125733	SALT
125733	125732	SALT
125733	120766	SALT
120766	125733	SALT
125740	125739	SALT
125739	125740	SALT
125768	125769	SALT
125769	125768	SALT
125776	128098	SALT
128098	125776	SALT
125800	125801	SALT
125801	125800	SALT
63048	189246	SALT
63048	209814	SALT
189246	63048	SALT
209814	63048	SALT
63808	18962	SALT
18962	63808	SALT
64140	204949	SALT
204949	64140	SALT
204949	101656	SALT
204949	107223	SALT
204949	43969	SALT
101656	204949	SALT
107223	204949	SALT
43969	204949	SALT
86780	86812	SALT
86780	86772	SALT
86780	99824	SALT
86780	203336	SALT
86780	86773	SALT
86780	86779	SALT
86780	86781	SALT
86780	86833	SALT
86780	198629	SALT
86780	474	SALT
86780	91084	SALT
86780	86776	SALT
86780	757283	SALT
86780	138692	SALT
86812	86780	SALT
86812	86772	SALT
86812	99824	SALT
86812	203336	SALT
86812	86773	SALT
86812	86777	SALT
86812	86779	SALT
86812	86781	SALT
86812	86833	SALT
86812	198629	SALT
86812	474	SALT
86812	91084	SALT
86812	86776	SALT
86812	86778	SALT
86812	757283	SALT
86812	138692	SALT
86772	86780	SALT
86772	86812	SALT
86772	99824	SALT
86772	203336	SALT
86772	86773	SALT
86772	86777	SALT
86772	86779	SALT
86772	86833	SALT
86772	198629	SALT
86772	474	SALT
86772	91084	SALT
86772	86778	SALT
86772	757283	SALT
86772	138692	SALT
99824	86780	SALT
99824	86812	SALT
99824	86772	SALT
99824	203336	SALT
99824	86773	SALT
99824	86777	SALT
99824	86779	SALT
99824	86781	SALT
99824	86833	SALT
99824	198629	SALT
99824	474	SALT
99824	91084	SALT
99824	86776	SALT
99824	86778	SALT
99824	757283	SALT
99824	138692	SALT
203336	86780	SALT
203336	86812	SALT
203336	86772	SALT
203336	99824	SALT
203336	86773	SALT
203336	86777	SALT
203336	86781	SALT
203336	86833	SALT
203336	198629	SALT
203336	474	SALT
203336	91084	SALT
203336	86776	SALT
203336	86778	SALT
203336	757283	SALT
203336	138692	SALT
86773	86780	SALT
86773	86812	SALT
86773	86772	SALT
86773	99824	SALT
86773	203336	SALT
86773	86777	SALT
86773	86779	SALT
86773	86781	SALT
86773	86833	SALT
86773	198629	SALT
86773	474	SALT
86773	91084	SALT
86773	86776	SALT
86773	86778	SALT
86773	757283	SALT
86773	138692	SALT
86777	86812	SALT
86777	86772	SALT
86777	99824	SALT
86777	203336	SALT
86777	86773	SALT
86777	86779	SALT
86777	86781	SALT
86777	86833	SALT
86777	198629	SALT
86777	474	SALT
86777	91084	SALT
86777	86776	SALT
86777	757283	SALT
86777	138692	SALT
86779	86780	SALT
86779	86812	SALT
86779	86772	SALT
86779	99824	SALT
86779	86773	SALT
86779	86777	SALT
86779	86781	SALT
86779	86833	SALT
86779	198629	SALT
86779	474	SALT
86779	91084	SALT
86779	86776	SALT
86779	86778	SALT
86779	757283	SALT
86779	138692	SALT
86781	86780	SALT
86781	86812	SALT
86781	99824	SALT
86781	203336	SALT
86781	86773	SALT
86781	86777	SALT
86781	86779	SALT
86781	86833	SALT
86781	198629	SALT
86781	474	SALT
86781	91084	SALT
86781	86778	SALT
86781	757283	SALT
86781	138692	SALT
86833	86780	SALT
86833	86812	SALT
86833	86772	SALT
86833	99824	SALT
86833	203336	SALT
86833	86773	SALT
86833	86777	SALT
86833	86779	SALT
86833	86781	SALT
86833	198629	SALT
86833	474	SALT
86833	91084	SALT
86833	86776	SALT
86833	86778	SALT
86833	757283	SALT
86833	138692	SALT
198629	86780	SALT
198629	86812	SALT
198629	86772	SALT
198629	99824	SALT
198629	203336	SALT
198629	86773	SALT
198629	86777	SALT
198629	86779	SALT
198629	86781	SALT
198629	86833	SALT
198629	474	SALT
198629	91084	SALT
198629	86776	SALT
198629	86778	SALT
198629	757283	SALT
198629	138692	SALT
474	86780	SALT
474	86812	SALT
474	86772	SALT
474	99824	SALT
474	203336	SALT
474	86773	SALT
474	86777	SALT
474	86779	SALT
474	86781	SALT
474	86833	SALT
474	198629	SALT
474	91084	SALT
474	86776	SALT
474	86778	SALT
91084	86780	SALT
91084	86812	SALT
91084	86772	SALT
91084	99824	SALT
91084	203336	SALT
91084	86773	SALT
91084	86777	SALT
91084	86779	SALT
91084	86781	SALT
91084	86833	SALT
91084	198629	SALT
91084	474	SALT
91084	86776	SALT
91084	86778	SALT
91084	757283	SALT
91084	138692	SALT
86776	86780	SALT
86776	86812	SALT
86776	99824	SALT
86776	203336	SALT
86776	86773	SALT
86776	86777	SALT
86776	86779	SALT
86776	86833	SALT
86776	198629	SALT
86776	474	SALT
86776	91084	SALT
86776	86778	SALT
86776	757283	SALT
86776	138692	SALT
86778	86812	SALT
86778	86772	SALT
86778	99824	SALT
86778	203336	SALT
86778	86773	SALT
86778	86779	SALT
86778	86781	SALT
86778	86833	SALT
86778	198629	SALT
86778	474	SALT
86778	91084	SALT
86778	86776	SALT
86778	757283	SALT
86778	138692	SALT
757283	86780	SALT
757283	86812	SALT
757283	86772	SALT
757283	99824	SALT
757283	203336	SALT
757283	86773	SALT
757283	86777	SALT
757283	86779	SALT
757283	86781	SALT
757283	86833	SALT
757283	198629	SALT
757283	91084	SALT
757283	86776	SALT
757283	86778	SALT
138692	86780	SALT
138692	86812	SALT
138692	86772	SALT
138692	99824	SALT
138692	203336	SALT
138692	86773	SALT
138692	86777	SALT
138692	86779	SALT
138692	86781	SALT
138692	86833	SALT
138692	198629	SALT
138692	91084	SALT
138692	86776	SALT
138692	86778	SALT
87832	4867	SALT
87832	87834	SALT
87832	5731	SALT
87832	2564921	SALT
87832	757878	SALT
87832	5349	SALT
4867	87832	SALT
4867	87834	SALT
4867	5731	SALT
4867	2564921	SALT
4867	757878	SALT
4867	5349	SALT
87834	87832	SALT
87834	4867	SALT
87834	5731	SALT
87834	2564921	SALT
87834	757878	SALT
87834	5349	SALT
5731	87832	SALT
5731	4867	SALT
5731	87834	SALT
5731	2564921	SALT
5731	757878	SALT
5731	5349	SALT
2564921	87832	SALT
2564921	4867	SALT
2564921	87834	SALT
2564921	5731	SALT
757878	87832	SALT
757878	4867	SALT
757878	87834	SALT
757878	5731	SALT
5349	87832	SALT
5349	4867	SALT
5349	87834	SALT
5349	5731	SALT
126492	125731	SALT
125731	126492	SALT
126504	111949	SALT
111949	126504	SALT
126524	30885	SALT
126524	128262	SALT
30885	126524	SALT
128262	126524	SALT
126536	128202	SALT
126536	125784	SALT
128202	126536	SALT
125784	126536	SALT
126588	113359	SALT
113359	126588	SALT
88224	523001	SALT
523001	88224	SALT
88236	197949	SALT
197949	88236	SALT
88368	381702	SALT
381702	88368	SALT
109692	196934	SALT
109692	196928	SALT
109692	8819	SALT
196934	109692	SALT
196934	196927	SALT
196927	196934	SALT
196927	196928	SALT
196927	8819	SALT
196928	109692	SALT
196928	196927	SALT
8819	109692	SALT
8819	196927	SALT
127952	76427	SALT
76427	127952	SALT
128168	245757	SALT
128168	207840	SALT
191304	245757	SALT
191304	207840	SALT
245757	128168	SALT
245757	191304	SALT
207840	128168	SALT
207840	191304	SALT
128260	27545	SALT
128260	125442	SALT
27545	128260	SALT
27545	125442	SALT
125442	128260	SALT
125442	27545	SALT
128680	128681	SALT
128681	128680	SALT
128908	125448	SALT
125448	128908	SALT
129228	212090	SALT
212090	129228	SALT
67812	64824	SALT
67812	64823	SALT
67812	64825	SALT
67812	64821	SALT
67812	64822	SALT
67812	57911	SALT
64824	67812	SALT
64824	64823	SALT
64824	64825	SALT
64824	64821	SALT
64824	64822	SALT
64824	57911	SALT
64824	65985	SALT
64823	67812	SALT
64823	64824	SALT
64823	64825	SALT
64823	65985	SALT
64825	67812	SALT
64825	64824	SALT
64825	64823	SALT
64825	64821	SALT
64825	64822	SALT
64825	57911	SALT
64825	65985	SALT
64821	67812	SALT
64821	64824	SALT
64821	64825	SALT
64821	65985	SALT
64822	67812	SALT
64822	64824	SALT
64822	64825	SALT
64822	65985	SALT
57911	67812	SALT
57911	64824	SALT
57911	64825	SALT
57911	65985	SALT
65985	64824	SALT
65985	64823	SALT
65985	64825	SALT
65985	64821	SALT
65985	64822	SALT
65985	57911	SALT
68332	4983	SALT
68332	71784	SALT
4983	68332	SALT
4983	71784	SALT
4983	31509	SALT
71784	68332	SALT
71784	4983	SALT
71784	31509	SALT
31509	4983	SALT
31509	71784	SALT
89748	249219	SALT
249219	89748	SALT
90792	73311	SALT
90792	51111	SALT
73311	90792	SALT
73311	51111	SALT
51111	90792	SALT
51111	73311	SALT
110528	153087	SALT
154081	153087	SALT
153087	110528	SALT
153087	154081	SALT
129608	246824	SALT
246824	129608	SALT
246824	633006	SALT
633006	246824	SALT
130792	12488	SALT
12488	130792	SALT
65768	190691	SALT
190691	65768	SALT
190691	2567653	SALT
190691	154189	SALT
2567653	190691	SALT
154189	190691	SALT
66900	611347	SALT
66900	74518	SALT
611347	66900	SALT
74518	66900	SALT
91524	165855	SALT
165855	91524	SALT
91908	111265	SALT
111265	91908	SALT
111936	89921	SALT
89921	111936	SALT
131292	10780	SALT
10780	131292	SALT
131408	126188	SALT
126188	131408	SALT
131836	131797	SALT
131836	135565	SALT
131797	131836	SALT
131797	135565	SALT
135565	131836	SALT
135565	131797	SALT
69860	163255	SALT
163255	69860	SALT
163255	35748	SALT
163255	35747	SALT
163255	35749	SALT
35748	163255	SALT
35747	163255	SALT
35749	163255	SALT
94260	241194	SALT
76018	241194	SALT
241194	94260	SALT
241194	76018	SALT
113184	9262	SALT
9262	113184	SALT
113576	123397	SALT
123397	113576	SALT
132880	170534	SALT
170534	132880	SALT
133328	133325	SALT
133325	133328	SALT
95432	252225	SALT
252225	95432	SALT
114472	183402	SALT
114472	180987	SALT
114472	188636	SALT
114472	8259	SALT
114472	302356	SALT
114472	196969	SALT
114472	183401	SALT
106036	183402	SALT
106036	180987	SALT
106036	188636	SALT
106036	8259	SALT
106036	302356	SALT
106036	196969	SALT
106036	183401	SALT
112122	183402	SALT
112122	180987	SALT
112122	188636	SALT
112122	8259	SALT
112122	302356	SALT
112122	196969	SALT
112122	183401	SALT
183402	114472	SALT
183402	106036	SALT
183402	112122	SALT
183402	4765	SALT
183402	106037	SALT
183402	180987	SALT
183402	165257	SALT
183402	188636	SALT
183402	226569	SALT
183402	8259	SALT
183402	106034	SALT
183402	112123	SALT
183402	106035	SALT
183402	302356	SALT
183402	196969	SALT
183402	183401	SALT
4765	183402	SALT
4765	180987	SALT
4765	188636	SALT
4765	8259	SALT
4765	302356	SALT
4765	196969	SALT
4765	183401	SALT
106037	183402	SALT
106037	180987	SALT
106037	188636	SALT
106037	8259	SALT
106037	302356	SALT
106037	196969	SALT
106037	183401	SALT
180987	114472	SALT
180987	106036	SALT
180987	112122	SALT
180987	183402	SALT
180987	4765	SALT
180987	106037	SALT
180987	165257	SALT
180987	188636	SALT
180987	226569	SALT
180987	106034	SALT
180987	112123	SALT
180987	106035	SALT
180987	302356	SALT
180987	196969	SALT
180987	183401	SALT
165257	183402	SALT
165257	180987	SALT
165257	188636	SALT
165257	8259	SALT
165257	302356	SALT
165257	196969	SALT
165257	183401	SALT
188636	114472	SALT
188636	106036	SALT
188636	112122	SALT
188636	183402	SALT
188636	4765	SALT
188636	106037	SALT
188636	180987	SALT
188636	165257	SALT
188636	226569	SALT
188636	8259	SALT
188636	106034	SALT
188636	112123	SALT
188636	106035	SALT
188636	302356	SALT
188636	196969	SALT
188636	183401	SALT
226569	183402	SALT
226569	180987	SALT
226569	188636	SALT
226569	8259	SALT
226569	302356	SALT
226569	196969	SALT
226569	183401	SALT
8259	114472	SALT
8259	106036	SALT
8259	112122	SALT
8259	183402	SALT
8259	4765	SALT
8259	106037	SALT
8259	165257	SALT
8259	188636	SALT
8259	226569	SALT
8259	106034	SALT
8259	112123	SALT
8259	106035	SALT
8259	302356	SALT
8259	196969	SALT
8259	183401	SALT
106034	183402	SALT
106034	180987	SALT
106034	188636	SALT
106034	8259	SALT
106034	302356	SALT
106034	196969	SALT
106034	183401	SALT
112123	183402	SALT
112123	180987	SALT
112123	188636	SALT
112123	8259	SALT
112123	302356	SALT
112123	196969	SALT
112123	183401	SALT
106035	183402	SALT
106035	180987	SALT
106035	188636	SALT
106035	8259	SALT
106035	302356	SALT
106035	196969	SALT
106035	183401	SALT
302356	114472	SALT
302356	106036	SALT
302356	112122	SALT
302356	183402	SALT
302356	4765	SALT
302356	106037	SALT
302356	180987	SALT
302356	165257	SALT
302356	188636	SALT
302356	226569	SALT
302356	8259	SALT
302356	106034	SALT
302356	112123	SALT
302356	106035	SALT
302356	196969	SALT
302356	183401	SALT
196969	114472	SALT
196969	106036	SALT
196969	112122	SALT
196969	183402	SALT
196969	4765	SALT
196969	106037	SALT
196969	180987	SALT
196969	165257	SALT
196969	188636	SALT
196969	226569	SALT
196969	8259	SALT
196969	106034	SALT
196969	112123	SALT
196969	106035	SALT
196969	302356	SALT
196969	183401	SALT
183401	114472	SALT
183401	106036	SALT
183401	112122	SALT
183401	183402	SALT
183401	4765	SALT
183401	106037	SALT
183401	180987	SALT
183401	165257	SALT
183401	188636	SALT
183401	226569	SALT
183401	8259	SALT
183401	106034	SALT
183401	112123	SALT
183401	106035	SALT
183401	302356	SALT
183401	196969	SALT
135776	142064	SALT
142064	135776	SALT
138444	2580322	SALT
2580322	138444	SALT
139612	139620	SALT
139612	174286	SALT
139612	139614	SALT
139620	139612	SALT
139620	174286	SALT
139620	139614	SALT
174286	139612	SALT
174286	139620	SALT
174286	139614	SALT
139614	139612	SALT
139614	139620	SALT
139614	174286	SALT
74496	126080	SALT
126080	74496	SALT
74840	73024	SALT
74840	51297	SALT
74840	10873	SALT
74840	85681	SALT
73024	74840	SALT
73024	51297	SALT
73024	10873	SALT
73024	85681	SALT
51297	74840	SALT
51297	73024	SALT
51297	10873	SALT
51297	85681	SALT
10873	74840	SALT
10873	73024	SALT
10873	51297	SALT
10873	85681	SALT
85681	74840	SALT
85681	73024	SALT
85681	51297	SALT
85681	10873	SALT
74944	74945	SALT
74945	74944	SALT
96364	256571	SALT
256571	96364	SALT
96488	233376	SALT
233376	96488	SALT
96688	96689	SALT
96689	96688	SALT
97232	405724	SALT
97232	87898	SALT
97232	404283	SALT
97232	97233	SALT
97232	100655	SALT
97232	405723	SALT
97232	88942	SALT
97232	4015	SALT
97232	83581	SALT
97232	405722	SALT
97232	83580	SALT
97232	2559475	SALT
405724	97232	SALT
405724	87898	SALT
405724	404283	SALT
405724	97233	SALT
405724	100655	SALT
405724	405723	SALT
405724	88942	SALT
405724	4015	SALT
405724	83581	SALT
405724	405722	SALT
405724	83580	SALT
405724	2559475	SALT
87898	97232	SALT
87898	405724	SALT
87898	404283	SALT
87898	97233	SALT
87898	100655	SALT
87898	405723	SALT
87898	88942	SALT
87898	4015	SALT
87898	83581	SALT
87898	405722	SALT
87898	83580	SALT
87898	2559475	SALT
404283	97232	SALT
404283	405724	SALT
404283	87898	SALT
404283	97233	SALT
404283	100655	SALT
404283	405723	SALT
404283	88942	SALT
404283	4015	SALT
404283	83581	SALT
404283	405722	SALT
404283	83580	SALT
404283	2559475	SALT
97233	97232	SALT
97233	405724	SALT
97233	87898	SALT
97233	404283	SALT
97233	100655	SALT
97233	405723	SALT
97233	88942	SALT
97233	4015	SALT
97233	83581	SALT
97233	405722	SALT
97233	83580	SALT
97233	2559475	SALT
100655	97232	SALT
100655	405724	SALT
100655	87898	SALT
100655	404283	SALT
100655	97233	SALT
100655	405723	SALT
100655	88942	SALT
100655	83581	SALT
100655	405722	SALT
100655	83580	SALT
405723	97232	SALT
405723	405724	SALT
405723	87898	SALT
405723	404283	SALT
405723	97233	SALT
405723	100655	SALT
405723	88942	SALT
405723	4015	SALT
405723	83581	SALT
405723	83580	SALT
405723	2559475	SALT
88942	97232	SALT
88942	405724	SALT
88942	87898	SALT
88942	404283	SALT
88942	97233	SALT
88942	100655	SALT
88942	405723	SALT
88942	4015	SALT
88942	83581	SALT
88942	405722	SALT
88942	83580	SALT
88942	2559475	SALT
4015	97232	SALT
4015	405724	SALT
4015	87898	SALT
4015	404283	SALT
4015	97233	SALT
4015	405723	SALT
4015	88942	SALT
4015	83581	SALT
4015	405722	SALT
4015	83580	SALT
83581	97232	SALT
83581	405724	SALT
83581	87898	SALT
83581	404283	SALT
83581	97233	SALT
83581	100655	SALT
83581	405723	SALT
83581	88942	SALT
83581	4015	SALT
83581	405722	SALT
83581	83580	SALT
83581	2559475	SALT
405722	97232	SALT
405722	405724	SALT
405722	87898	SALT
405722	404283	SALT
405722	97233	SALT
405722	100655	SALT
405722	88942	SALT
405722	4015	SALT
405722	83581	SALT
405722	83580	SALT
405722	2559475	SALT
83580	97232	SALT
83580	405724	SALT
83580	87898	SALT
83580	404283	SALT
83580	97233	SALT
83580	100655	SALT
83580	405723	SALT
83580	88942	SALT
83580	4015	SALT
83580	83581	SALT
83580	405722	SALT
83580	2559475	SALT
2559475	97232	SALT
2559475	405724	SALT
2559475	87898	SALT
2559475	404283	SALT
2559475	97233	SALT
2559475	405723	SALT
2559475	88942	SALT
2559475	83581	SALT
2559475	405722	SALT
2559475	83580	SALT
116056	62515	SALT
62515	116056	SALT
116832	56349	SALT
56349	116832	SALT
117048	29245	SALT
29245	117048	SALT
157028	152362	SALT
152362	157028	SALT
72292	640470	SALT
640470	72292	SALT
72452	116137	SALT
116137	72452	SALT
72852	43871	SALT
72852	241183	SALT
72852	43870	SALT
43871	72852	SALT
43871	75823	SALT
75823	43871	SALT
75823	241183	SALT
75823	43870	SALT
241183	72852	SALT
241183	75823	SALT
43870	72852	SALT
43870	75823	SALT
73176	54557	SALT
54557	73176	SALT
97384	249267	SALT
97384	167480	SALT
97384	194977	SALT
249267	97384	SALT
249267	167480	SALT
249267	194977	SALT
167480	97384	SALT
167480	249267	SALT
167480	194977	SALT
194977	97384	SALT
194977	249267	SALT
194977	167480	SALT
163928	87875	SALT
87875	163928	SALT
163976	108349	SALT
163976	5047	SALT
163976	145275	SALT
108349	163976	SALT
108349	5047	SALT
108349	145275	SALT
5047	163976	SALT
5047	108349	SALT
5047	145275	SALT
145275	163976	SALT
145275	108349	SALT
145275	5047	SALT
76056	252353	SALT
252353	76056	SALT
98912	98688	SALT
98688	98912	SALT
99188	183893	SALT
99188	636142	SALT
99188	261168	SALT
99188	508387	SALT
99188	25956	SALT
99188	25957	SALT
183893	99188	SALT
183893	636142	SALT
183893	261168	SALT
183893	508387	SALT
183893	25956	SALT
183893	25957	SALT
636142	99188	SALT
636142	183893	SALT
636142	261168	SALT
636142	508387	SALT
636142	25956	SALT
636142	25957	SALT
261168	99188	SALT
261168	183893	SALT
261168	636142	SALT
261168	508387	SALT
261168	25956	SALT
261168	25957	SALT
508387	99188	SALT
508387	183893	SALT
508387	636142	SALT
508387	261168	SALT
508387	25956	SALT
508387	25957	SALT
25956	99188	SALT
25956	183893	SALT
25956	636142	SALT
25956	261168	SALT
25956	508387	SALT
25956	25957	SALT
25957	99188	SALT
25957	183893	SALT
25957	636142	SALT
25957	261168	SALT
25957	508387	SALT
25957	25956	SALT
100148	39469	SALT
39469	100148	SALT
119056	32626	SALT
119056	74521	SALT
119056	4671	SALT
32626	119056	SALT
74521	119056	SALT
4671	119056	SALT
119676	96932	SALT
96932	119676	SALT
120352	106626	SALT
106626	120352	SALT
165728	49264	SALT
49264	165728	SALT
167092	9422	SALT
9422	167092	SALT
77688	284205	SALT
77688	302340	SALT
284205	77688	SALT
284205	302340	SALT
302340	77688	SALT
302340	284205	SALT
77968	78002	SALT
78002	77968	SALT
78002	252077	SALT
252077	78002	SALT
231288	632748	SALT
632748	231288	SALT
264060	186503	SALT
186503	264060	SALT
265276	36897	SALT
36897	265276	SALT
3004	141919	SALT
141919	3004	SALT
3168	210953	SALT
210953	3168	SALT
3272	214840	SALT
3272	214357	SALT
214840	3272	SALT
214840	214357	SALT
214357	3272	SALT
214357	214840	SALT
3524	154073	SALT
3524	242950	SALT
154073	3524	SALT
242950	3524	SALT
3792	168526	SALT
3792	163334	SALT
3792	223876	SALT
168526	3792	SALT
168526	163334	SALT
168526	223876	SALT
163334	3792	SALT
163334	168526	SALT
223876	3792	SALT
223876	168526	SALT
4112	182704	SALT
182725	182704	SALT
182704	4112	SALT
182704	182725	SALT
182704	55636	SALT
55636	182704	SALT
4732	264339	SALT
264339	4732	SALT
5080	26021	SALT
146174	26021	SALT
26021	5080	SALT
26021	146174	SALT
207684	207680	SALT
207690	207680	SALT
207680	207684	SALT
207680	207690	SALT
207680	207689	SALT
207680	207685	SALT
207689	207680	SALT
207685	207680	SALT
207876	74258	SALT
74258	207876	SALT
208108	208107	SALT
208107	208108	SALT
208107	226089	SALT
208107	228635	SALT
226089	208107	SALT
228635	208107	SALT
400532	128452	SALT
128452	400532	SALT
5536	39789	SALT
39789	5536	SALT
39789	636933	SALT
636933	39789	SALT
5580	264101	SALT
264101	5580	SALT
5736	6322	SALT
6322	5736	SALT
6248	14868	SALT
6248	81088	SALT
6248	1720	SALT
6248	154473	SALT
6248	4857	SALT
6248	38583	SALT
6248	70082	SALT
6248	1337	SALT
6248	36546	SALT
6248	672614	SALT
14868	6248	SALT
14868	81088	SALT
14868	1720	SALT
14868	154473	SALT
14868	4857	SALT
14868	38583	SALT
14868	70082	SALT
14868	1337	SALT
14868	36546	SALT
14868	672614	SALT
81088	6248	SALT
81088	14868	SALT
81088	1720	SALT
81088	154473	SALT
81088	4857	SALT
81088	38583	SALT
81088	1337	SALT
81088	36546	SALT
81088	672614	SALT
1720	6248	SALT
1720	14868	SALT
1720	81088	SALT
1720	154473	SALT
1720	4857	SALT
1720	38583	SALT
1720	70082	SALT
1720	1337	SALT
1720	36546	SALT
1720	672614	SALT
154473	6248	SALT
154473	14868	SALT
154473	81088	SALT
154473	1720	SALT
154473	4857	SALT
154473	38583	SALT
154473	70082	SALT
154473	1337	SALT
154473	36546	SALT
154473	672614	SALT
4857	6248	SALT
4857	14868	SALT
4857	81088	SALT
4857	1720	SALT
4857	154473	SALT
4857	70082	SALT
4857	1337	SALT
4857	36546	SALT
4857	672614	SALT
38583	6248	SALT
38583	14868	SALT
38583	81088	SALT
38583	1720	SALT
38583	154473	SALT
38583	70082	SALT
38583	1337	SALT
38583	36546	SALT
38583	672614	SALT
70082	6248	SALT
70082	14868	SALT
70082	1720	SALT
70082	154473	SALT
70082	4857	SALT
70082	38583	SALT
70082	1337	SALT
70082	36546	SALT
70082	672614	SALT
1337	6248	SALT
1337	14868	SALT
1337	81088	SALT
1337	1720	SALT
1337	154473	SALT
1337	4857	SALT
1337	38583	SALT
1337	70082	SALT
1337	36546	SALT
36546	6248	SALT
36546	14868	SALT
36546	81088	SALT
36546	1720	SALT
36546	154473	SALT
36546	4857	SALT
36546	38583	SALT
36546	70082	SALT
36546	1337	SALT
36546	672614	SALT
672614	6248	SALT
672614	14868	SALT
672614	81088	SALT
672614	1720	SALT
672614	154473	SALT
672614	4857	SALT
672614	38583	SALT
672614	70082	SALT
672614	36546	SALT
6972	275779	SALT
6972	176165	SALT
6972	241743	SALT
1490	275779	SALT
1490	176165	SALT
1490	241743	SALT
275779	6972	SALT
275779	1490	SALT
275779	176165	SALT
275779	241743	SALT
176165	6972	SALT
176165	1490	SALT
176165	275779	SALT
176165	241743	SALT
241743	6972	SALT
241743	1490	SALT
241743	275779	SALT
241743	176165	SALT
210888	211916	SALT
211916	210888	SALT
7560	31507	SALT
10435	31507	SALT
31507	7560	SALT
31507	10435	SALT
7812	47722	SALT
47722	7812	SALT
7940	60278	SALT
60278	7940	SALT
8680	65849	SALT
65849	8680	SALT
65849	755882	SALT
755882	65849	SALT
8960	237306	SALT
3767	237306	SALT
237306	8960	SALT
237306	3767	SALT
9000	184258	SALT
20944	184258	SALT
184258	9000	SALT
184258	20944	SALT
